tid,trening per uke,alder,klasse,løpsted
0:40:14,5,43,dame,Kristiansand
0:51:15,2,21,dame,Oslo
0:34:10,8,31,herre,Oslo
0:25:13,2,41,herre,Oslo
0:40:27,2,50,dame,Grimstad
0:57:09,1,42,dame,Bergen
0:46:28,2,45,dame,Grimstad
0:28:30,10,44,herre,Oslo
0:37:12,3,37,herre,Grimstad
0:45:36,3,75,herre,Bergen
0:35:19,4,33,herre,Bergen
0:43:59,2,61,herre,Kristiansand
0:37:18,1,39,herre,Oslo
0:42:22,4,32,dame,Tromsø
0:47:32,4,42,dame,Tromsø
0:43:11,9,49,dame,Grimstad
0:54:00,2,30,dame,Oslo
0:45:07,5,42,dame,Tromsø
0:29:50,11,54,herre,Oslo
0:28:04,12,34,herre,Tromsø
0:38:19,7,44,dame,Bergen
0:43:30,3,23,dame,Oslo
0:48:47,9,61,herre,Kristiansand
0:45:04,2,22,dame,Grimstad
0:38:09,3,57,herre,Oslo
0:49:14,3,19,dame,Tromsø
0:42:15,6,22,dame,Kristiansand
0:31:19,3,38,herre,Kristiansand
0:40:16,3,57,herre,Grimstad
0:51:26,2,39,dame,Bergen
0:56:16,2,64,dame,Grimstad
0:43:58,2,18,dame,Oslo
0:36:26,9,67,herre,Grimstad
0:39:22,4,23,herre,Tromsø
0:38:37,2,36,dame,Grimstad
0:50:18,3,51,dame,Bergen
0:44:30,2,28,dame,Grimstad
0:43:49,8,23,dame,Oslo
0:34:19,8,20,dame,Oslo
0:30:56,8,42,herre,Oslo
0:50:45,1,22,dame,Oslo
0:40:46,3,30,dame,Oslo
0:49:29,10,72,herre,Kristiansand
0:53:52,1,36,herre,Grimstad
0:40:47,2,45,herre,Grimstad
0:38:45,1,35,herre,Tromsø
0:36:25,6,34,dame,Bergen
0:42:42,5,39,dame,Bergen
0:38:24,11,46,dame,Bergen
0:40:04,1,28,herre,Tromsø
0:58:24,1,36,dame,Bergen
0:51:03,3,20,dame,Oslo
0:47:38,3,76,herre,Tromsø
0:25:34,12,43,herre,Grimstad
0:30:59,6,45,herre,Kristiansand
0:43:55,6,39,dame,Tromsø
0:45:22,2,41,dame,Oslo
0:44:02,4,39,dame,Bergen
0:54:57,3,51,dame,Kristiansand
0:44:17,3,32,dame,Grimstad
0:46:21,4,44,herre,Bergen
0:52:46,3,46,dame,Oslo
0:35:04,9,42,herre,Grimstad
0:44:41,7,27,dame,Oslo
0:38:17,2,32,herre,Bergen
0:50:26,3,54,dame,Tromsø
0:50:58,3,18,dame,Kristiansand
0:43:59,7,23,dame,Bergen
0:46:17,3,33,dame,Oslo
0:50:32,1,31,dame,Grimstad
0:49:48,4,37,dame,Oslo
0:39:53,7,42,dame,Kristiansand
0:40:51,5,45,dame,Kristiansand
0:50:15,2,68,herre,Grimstad
0:43:48,4,42,dame,Kristiansand
0:43:53,10,59,dame,Grimstad
0:54:26,4,59,dame,Kristiansand
0:36:31,11,49,dame,Kristiansand
0:37:44,5,18,herre,Bergen
0:45:54,3,34,dame,Tromsø
0:43:29,1,26,dame,Oslo
0:44:00,2,47,herre,Oslo
0:42:38,2,53,herre,Bergen
0:38:44,4,52,herre,Tromsø
0:39:23,4,54,dame,Kristiansand
0:32:29,5,20,herre,Bergen
0:49:06,1,23,dame,Grimstad
0:39:46,3,55,herre,Bergen
0:39:26,4,29,herre,Kristiansand
0:55:20,3,49,dame,Tromsø
0:39:57,3,41,herre,Grimstad
0:55:12,7,59,dame,Oslo
0:45:58,3,46,dame,Bergen
0:36:55,4,44,herre,Tromsø
0:44:40,3,75,herre,Kristiansand
0:45:56,2,35,herre,Bergen
0:44:04,5,34,herre,Kristiansand
0:38:38,5,33,dame,Bergen
0:51:47,2,55,dame,Bergen
0:37:59,6,65,dame,Grimstad
0:50:10,5,67,dame,Bergen
0:55:33,1,41,dame,Kristiansand
0:36:28,3,44,herre,Oslo
0:42:37,11,48,herre,Tromsø
0:26:55,6,37,herre,Tromsø
0:41:33,3,23,herre,Oslo
0:31:02,13,47,herre,Kristiansand
0:44:51,4,74,dame,Bergen
0:42:26,3,43,dame,Tromsø
0:35:44,12,47,dame,Kristiansand
0:39:03,2,51,herre,Oslo
0:38:20,3,52,herre,Bergen
0:53:31,3,65,herre,Bergen
0:40:46,4,37,herre,Tromsø
0:46:07,4,49,dame,Kristiansand
0:44:27,5,54,dame,Kristiansand
0:31:44,2,39,herre,Grimstad
0:30:13,10,40,herre,Oslo
0:48:38,2,55,herre,Bergen
0:19:56,10,31,herre,Oslo
0:28:56,11,19,dame,Tromsø
0:50:11,3,55,herre,Kristiansand
0:30:39,2,41,herre,Grimstad
0:22:54,3,25,herre,Bergen
0:35:19,3,41,herre,Oslo
0:59:06,2,70,dame,Oslo
0:28:26,7,18,herre,Kristiansand
0:41:12,4,56,dame,Tromsø
0:47:14,3,33,dame,Tromsø
0:40:52,2,54,herre,Oslo
0:47:49,5,20,dame,Oslo
0:37:25,4,34,herre,Kristiansand
0:44:23,4,40,dame,Tromsø
0:55:02,3,72,dame,Kristiansand
0:48:08,6,69,herre,Oslo
0:39:54,3,45,herre,Oslo
0:48:01,2,49,herre,Tromsø
0:38:55,3,58,herre,Oslo
0:36:23,4,31,herre,Bergen
0:42:50,1,26,herre,Kristiansand
0:39:51,3,26,herre,Kristiansand
0:30:39,2,49,herre,Kristiansand
0:39:44,10,36,dame,Grimstad
0:42:26,3,21,dame,Bergen
0:36:02,3,18,herre,Bergen
0:48:59,4,40,dame,Bergen
0:29:24,3,39,herre,Kristiansand
0:30:58,6,48,herre,Oslo
0:37:52,6,37,dame,Grimstad
0:36:39,5,44,herre,Grimstad
0:34:31,10,54,dame,Tromsø
0:36:01,4,38,dame,Kristiansand
0:35:05,3,43,herre,Kristiansand
0:32:43,5,23,herre,Kristiansand
0:42:10,5,42,dame,Oslo
0:47:34,2,70,herre,Bergen
0:47:33,1,72,herre,Grimstad
0:51:38,3,53,dame,Tromsø
0:48:32,3,29,dame,Grimstad
0:34:11,2,35,dame,Kristiansand
0:55:14,11,58,dame,Grimstad
0:42:32,6,28,dame,Oslo
0:35:45,11,47,dame,Tromsø
0:45:32,5,39,dame,Kristiansand
0:46:02,3,39,herre,Grimstad
0:38:31,1,21,herre,Bergen
0:45:05,1,37,dame,Bergen
0:34:26,2,28,herre,Tromsø
0:46:41,1,59,herre,Oslo
0:43:04,10,58,dame,Oslo
0:39:42,3,37,dame,Kristiansand
0:40:07,6,36,dame,Bergen
0:34:50,9,53,herre,Tromsø
0:30:07,3,52,herre,Oslo
0:36:09,2,50,herre,Tromsø
0:50:30,6,34,dame,Grimstad
0:45:12,9,24,dame,Kristiansand
0:44:22,6,56,dame,Bergen
0:52:08,6,52,dame,Grimstad
0:38:33,9,37,dame,Bergen
0:31:06,3,45,herre,Oslo
0:51:54,2,59,herre,Grimstad
0:39:54,11,45,dame,Oslo
0:45:07,9,19,dame,Grimstad
0:39:00,6,59,herre,Grimstad
0:55:35,3,58,dame,Bergen
0:29:00,11,51,herre,Bergen
0:39:28,3,30,herre,Tromsø
0:54:58,12,67,dame,Grimstad
0:20:20,8,18,herre,Tromsø
0:40:08,3,75,herre,Tromsø
0:42:37,3,30,herre,Bergen
0:51:56,1,36,dame,Tromsø
0:33:27,8,73,herre,Oslo
0:37:07,6,58,herre,Kristiansand
0:49:14,1,31,dame,Grimstad
0:43:46,2,31,dame,Oslo
0:26:09,5,32,herre,Kristiansand
0:35:10,4,29,herre,Grimstad
0:44:30,1,33,dame,Tromsø
0:32:18,3,48,herre,Kristiansand
0:40:07,3,25,herre,Grimstad
0:47:52,4,41,dame,Bergen
0:24:34,3,34,herre,Oslo
0:51:04,4,27,dame,Oslo
0:47:40,3,48,dame,Grimstad
0:32:18,3,18,herre,Oslo
0:48:16,3,73,herre,Grimstad
0:42:22,2,48,herre,Bergen
0:29:56,1,24,herre,Tromsø
0:33:02,8,37,herre,Bergen
0:38:31,5,47,herre,Kristiansand
0:23:28,9,41,herre,Tromsø
0:36:01,9,59,dame,Kristiansand
0:43:25,4,57,herre,Oslo
0:38:57,12,52,dame,Kristiansand
0:51:47,3,31,dame,Kristiansand
0:35:18,9,44,herre,Bergen
0:44:19,10,49,dame,Grimstad
0:35:43,3,30,herre,Grimstad
0:42:04,5,45,dame,Kristiansand
0:27:05,3,24,herre,Tromsø
0:27:45,8,32,herre,Bergen
0:37:41,6,40,dame,Kristiansand
0:31:35,4,34,herre,Oslo
0:32:17,3,39,herre,Kristiansand
0:51:32,10,61,dame,Tromsø
0:36:38,10,29,herre,Oslo
0:36:45,13,28,dame,Bergen
0:49:14,2,52,herre,Grimstad
0:36:12,4,33,dame,Grimstad
0:51:03,1,32,dame,Grimstad
0:32:57,6,53,dame,Tromsø
0:41:59,7,38,dame,Bergen
0:50:53,4,66,dame,Grimstad
0:43:01,4,30,dame,Oslo
0:44:10,3,41,dame,Bergen
0:36:10,12,31,herre,Kristiansand
0:52:07,4,52,dame,Tromsø
0:46:48,4,19,dame,Tromsø
0:40:33,4,33,herre,Oslo
0:40:56,4,27,dame,Oslo
0:41:46,9,59,dame,Grimstad
0:40:19,9,62,herre,Kristiansand
0:26:50,10,39,herre,Grimstad
0:36:09,3,37,dame,Bergen
0:48:30,9,50,dame,Oslo
0:48:51,2,36,herre,Oslo
0:38:55,6,37,dame,Tromsø
0:46:05,4,58,herre,Bergen
0:33:32,10,44,herre,Tromsø
0:37:13,4,32,dame,Kristiansand
0:46:24,3,31,dame,Grimstad
0:59:36,3,66,dame,Bergen
0:23:10,11,23,herre,Kristiansand
0:28:49,6,66,herre,Tromsø
0:57:06,1,76,herre,Oslo
0:39:56,2,23,herre,Kristiansand
0:59:06,2,62,herre,Kristiansand
0:51:07,4,21,dame,Bergen
0:52:40,4,20,dame,Grimstad
0:38:10,11,37,herre,Oslo
0:45:30,6,37,dame,Bergen
0:35:48,4,25,herre,Kristiansand
0:54:04,3,67,herre,Kristiansand
0:41:56,2,39,herre,Oslo
0:40:58,3,31,dame,Tromsø
0:42:23,3,44,herre,Tromsø
0:45:23,3,25,dame,Bergen
0:44:34,5,68,herre,Oslo
0:47:14,2,22,herre,Grimstad
0:26:01,10,40,herre,Tromsø
0:24:21,9,44,herre,Bergen
0:49:59,1,69,herre,Tromsø
0:43:33,3,21,dame,Tromsø
0:39:13,3,44,herre,Oslo
0:48:02,7,63,dame,Grimstad
0:36:52,4,26,herre,Tromsø
0:37:20,3,31,herre,Tromsø
0:40:10,6,50,dame,Bergen
0:32:13,3,51,herre,Oslo
0:36:29,5,31,herre,Tromsø
0:56:50,3,81,herre,Grimstad
0:37:48,4,31,dame,Bergen
0:37:23,10,55,herre,Kristiansand
0:35:48,5,19,herre,Bergen
0:31:30,6,32,herre,Kristiansand
0:47:48,3,27,dame,Grimstad
0:27:39,6,32,herre,Oslo
0:33:46,4,54,herre,Tromsø
0:53:07,4,25,dame,Oslo
0:32:20,5,46,herre,Oslo
0:50:27,12,62,herre,Kristiansand
0:35:20,3,20,herre,Tromsø
0:49:13,2,19,dame,Grimstad
0:48:30,2,40,dame,Grimstad
0:43:38,4,22,dame,Bergen
0:27:41,5,36,herre,Oslo
0:50:18,3,53,dame,Tromsø
0:31:06,5,38,dame,Bergen
0:32:54,5,46,herre,Kristiansand
0:35:09,5,22,herre,Tromsø
0:46:58,12,60,dame,Kristiansand
0:23:52,3,41,herre,Bergen
0:38:25,3,34,dame,Kristiansand
0:48:56,2,48,dame,Oslo
0:30:12,12,52,herre,Grimstad
0:48:57,2,44,dame,Bergen
0:54:16,1,52,dame,Oslo
0:35:27,2,27,herre,Kristiansand
0:46:41,1,31,dame,Tromsø
0:41:20,3,43,herre,Kristiansand
0:45:42,4,19,dame,Grimstad
0:32:13,3,33,dame,Bergen
0:48:43,3,38,dame,Grimstad
0:31:45,3,34,herre,Tromsø
0:42:48,5,35,herre,Grimstad
0:43:20,3,38,dame,Bergen
0:50:21,3,19,dame,Tromsø
0:40:18,2,37,herre,Kristiansand
0:49:19,4,61,herre,Oslo
0:40:42,8,39,dame,Grimstad
0:26:16,11,52,herre,Grimstad
0:46:55,1,26,dame,Bergen
0:31:11,5,27,herre,Oslo
0:50:14,10,69,herre,Grimstad
0:56:16,3,28,dame,Kristiansand
0:53:12,1,30,dame,Bergen
0:42:25,5,54,herre,Bergen
0:50:05,3,47,dame,Grimstad
0:47:33,2,70,herre,Oslo
0:47:02,3,47,herre,Kristiansand
0:16:52,8,21,herre,Kristiansand
0:38:14,3,36,dame,Tromsø
0:56:08,3,64,herre,Oslo
0:48:41,1,30,dame,Grimstad
0:53:25,4,68,dame,Bergen
0:46:23,9,46,dame,Grimstad
0:42:17,2,67,herre,Bergen
0:28:46,4,39,herre,Bergen
0:54:33,3,43,herre,Kristiansand
0:47:16,2,32,dame,Grimstad
0:33:37,3,28,herre,Grimstad
0:29:13,4,38,herre,Bergen
0:32:53,11,40,herre,Kristiansand
0:45:02,2,22,herre,Oslo
0:57:07,11,63,dame,Grimstad
0:31:05,8,57,herre,Tromsø
0:32:04,5,44,herre,Grimstad
0:26:17,5,27,herre,Grimstad
0:31:23,10,35,dame,Bergen
0:32:57,3,27,herre,Oslo
0:57:38,3,58,dame,Tromsø
0:38:06,3,22,herre,Tromsø
0:40:38,1,19,herre,Bergen
0:52:53,1,24,dame,Kristiansand
0:51:44,5,67,dame,Bergen
0:56:56,7,54,dame,Kristiansand
0:42:06,4,34,herre,Tromsø
0:30:31,12,21,herre,Tromsø
0:53:00,1,34,dame,Oslo
0:43:37,4,67,herre,Tromsø
0:26:21,3,45,herre,Kristiansand
0:58:06,3,47,dame,Kristiansand
0:48:01,1,20,dame,Bergen
0:39:28,2,55,dame,Grimstad
0:42:50,3,33,dame,Grimstad
0:38:53,6,33,dame,Kristiansand
0:41:11,3,53,herre,Bergen
0:46:41,3,30,herre,Bergen
0:52:55,1,52,herre,Kristiansand
0:56:47,3,67,dame,Bergen
0:35:11,10,46,dame,Grimstad
0:28:06,7,28,herre,Oslo
0:45:51,1,49,herre,Grimstad
0:45:31,1,33,herre,Bergen
0:24:46,1,20,herre,Tromsø
0:56:38,3,64,dame,Oslo
0:44:47,5,48,dame,Tromsø
0:32:33,8,37,dame,Bergen
0:34:04,5,36,dame,Kristiansand
0:36:18,3,62,herre,Bergen
0:28:33,6,44,herre,Bergen
0:42:15,2,41,dame,Oslo
0:30:02,7,19,herre,Bergen
0:38:30,3,25,dame,Tromsø
0:31:08,10,52,herre,Kristiansand
0:42:58,6,38,dame,Grimstad
0:22:06,8,24,herre,Kristiansand
0:47:28,3,27,dame,Kristiansand
0:39:42,4,46,dame,Tromsø
0:52:44,1,64,herre,Tromsø
0:33:37,3,48,herre,Tromsø
0:51:30,3,45,dame,Oslo
0:41:25,3,21,dame,Tromsø
0:56:26,3,75,herre,Oslo
0:43:27,5,30,dame,Oslo
0:44:53,3,31,dame,Bergen
0:39:23,6,19,dame,Kristiansand
0:29:58,12,35,herre,Oslo
0:36:00,3,18,herre,Tromsø
0:41:06,5,53,dame,Oslo
0:55:47,4,64,dame,Bergen
0:59:03,10,75,dame,Tromsø
0:48:52,3,55,herre,Tromsø
0:33:31,3,34,herre,Grimstad
0:37:44,1,43,herre,Bergen
0:50:33,4,69,herre,Grimstad
0:34:58,5,39,herre,Grimstad
0:43:57,5,67,herre,Grimstad
0:44:20,2,31,dame,Tromsø
0:30:35,6,26,herre,Kristiansand
0:45:03,5,21,dame,Grimstad
0:30:18,13,18,herre,Tromsø
0:56:56,3,49,dame,Grimstad
0:20:08,10,23,herre,Tromsø
0:35:19,10,31,dame,Bergen
0:49:38,10,53,dame,Bergen
0:40:36,1,24,herre,Oslo
0:35:30,3,33,herre,Oslo
0:38:42,4,47,dame,Kristiansand
0:34:06,2,42,herre,Oslo
0:54:22,10,67,dame,Bergen
0:47:32,1,34,herre,Oslo
0:30:20,11,38,dame,Oslo
0:36:48,3,40,dame,Grimstad
0:22:51,3,27,herre,Kristiansand
0:28:55,9,39,dame,Oslo
0:43:49,5,21,dame,Tromsø
0:27:44,3,24,herre,Grimstad
0:41:27,3,25,herre,Tromsø
0:43:49,3,33,dame,Bergen
0:46:29,5,44,herre,Kristiansand
0:31:11,2,27,herre,Kristiansand
0:57:57,4,53,dame,Grimstad
0:43:19,3,37,dame,Oslo
0:36:57,2,24,dame,Grimstad
0:35:17,6,27,herre,Tromsø
0:45:46,4,62,herre,Kristiansand
0:51:59,6,60,dame,Grimstad
0:52:40,1,27,dame,Oslo
0:41:20,13,70,herre,Bergen
0:29:14,11,46,herre,Kristiansand
0:46:08,7,20,dame,Oslo
0:32:54,11,24,herre,Bergen
0:36:35,7,48,herre,Tromsø
0:26:17,4,56,herre,Tromsø
0:43:57,2,37,herre,Oslo
0:20:21,3,43,herre,Oslo
0:35:59,11,34,dame,Tromsø
0:36:49,4,25,dame,Grimstad
0:40:05,1,36,herre,Tromsø
0:37:21,2,24,herre,Tromsø
0:32:48,2,50,herre,Grimstad
0:41:12,4,23,herre,Bergen
0:38:37,7,33,herre,Oslo
0:56:37,2,69,herre,Grimstad
0:28:52,7,62,herre,Kristiansand
0:37:26,6,42,dame,Tromsø
0:43:43,3,25,herre,Oslo
0:44:10,1,48,herre,Kristiansand
0:44:32,5,41,dame,Grimstad
0:27:33,3,46,herre,Kristiansand
0:43:48,5,31,dame,Oslo
0:43:57,3,34,herre,Oslo
0:52:07,2,22,dame,Grimstad
0:43:28,3,50,herre,Grimstad
0:45:51,10,71,herre,Bergen
0:39:47,9,42,dame,Grimstad
0:32:33,1,41,herre,Oslo
0:23:33,3,40,herre,Oslo
0:33:25,8,38,herre,Kristiansand
0:56:56,6,74,dame,Grimstad
0:46:37,2,18,herre,Bergen
0:37:12,4,62,herre,Oslo
0:25:08,6,27,herre,Grimstad
0:31:47,3,47,herre,Grimstad
0:27:16,3,39,herre,Bergen
0:41:09,3,31,herre,Tromsø
0:36:57,3,44,dame,Bergen
0:38:24,4,40,herre,Bergen
0:50:37,5,77,herre,Kristiansand
0:41:33,2,35,dame,Tromsø
0:41:21,3,52,dame,Bergen
0:57:42,4,71,dame,Kristiansand
0:40:46,4,31,herre,Oslo
0:33:19,6,29,herre,Bergen
0:43:21,1,55,herre,Bergen
0:44:15,3,42,herre,Oslo
0:35:16,10,39,herre,Bergen
0:27:16,9,55,herre,Bergen
0:54:07,5,66,dame,Grimstad
0:38:41,4,33,herre,Kristiansand
0:41:29,5,34,dame,Kristiansand
0:47:05,3,33,dame,Oslo
0:53:09,4,70,herre,Bergen
0:40:27,11,31,dame,Bergen
0:48:06,4,53,dame,Grimstad
0:32:06,8,42,dame,Oslo
0:58:59,3,55,dame,Bergen
0:28:31,5,44,herre,Kristiansand
0:45:56,3,39,dame,Grimstad
0:44:23,5,19,herre,Tromsø
0:55:12,3,44,dame,Grimstad
0:32:19,8,37,herre,Bergen
0:35:06,9,55,herre,Bergen
0:32:48,8,35,herre,Kristiansand
0:44:54,1,36,dame,Kristiansand
0:53:39,1,61,herre,Tromsø
0:39:09,4,40,herre,Bergen
0:45:19,2,29,dame,Bergen
0:45:38,1,44,herre,Grimstad
0:51:26,3,52,dame,Oslo
0:33:33,8,47,herre,Oslo
0:49:34,5,35,dame,Grimstad
0:39:14,3,35,dame,Kristiansand
0:51:45,4,54,dame,Oslo
0:46:36,3,50,dame,Tromsø
0:33:49,4,18,herre,Bergen
0:36:18,2,50,herre,Tromsø
0:37:17,4,64,herre,Kristiansand
0:41:52,2,51,herre,Kristiansand
0:49:49,2,60,herre,Tromsø
0:39:08,6,40,herre,Grimstad
0:41:09,3,41,dame,Grimstad
0:55:42,3,57,dame,Oslo
0:37:35,5,29,herre,Tromsø
0:38:29,4,30,herre,Oslo
0:38:42,7,22,dame,Bergen
0:37:24,10,25,herre,Tromsø
0:46:48,1,37,dame,Tromsø
0:43:54,2,32,dame,Bergen
0:34:20,11,41,dame,Tromsø
0:39:40,12,57,dame,Grimstad
0:37:41,4,42,herre,Grimstad
0:49:13,6,50,dame,Bergen
0:38:39,4,32,herre,Kristiansand
0:37:37,3,27,dame,Grimstad
0:35:37,9,36,dame,Kristiansand
0:42:38,3,39,dame,Grimstad
0:50:22,3,29,dame,Bergen
0:45:29,3,29,dame,Kristiansand
0:42:19,3,46,dame,Kristiansand
0:33:51,2,28,dame,Oslo
0:29:39,8,46,dame,Bergen
0:34:05,5,40,dame,Grimstad
0:45:34,4,25,dame,Oslo
0:38:42,3,34,herre,Bergen
0:55:38,3,56,dame,Tromsø
0:40:35,8,61,herre,Bergen
0:51:51,10,67,dame,Grimstad
0:30:06,7,49,herre,Tromsø
0:45:16,4,63,herre,Kristiansand
0:50:39,2,43,dame,Bergen
0:41:14,2,38,herre,Oslo
0:39:32,2,37,dame,Tromsø
0:48:00,1,40,dame,Grimstad
0:59:03,3,56,dame,Bergen
0:47:26,5,59,dame,Tromsø
0:37:08,10,51,dame,Kristiansand
0:33:18,3,50,herre,Kristiansand
0:48:31,5,55,dame,Tromsø
0:56:05,1,41,dame,Bergen
0:43:41,14,61,dame,Kristiansand
0:43:20,3,34,herre,Oslo
0:42:42,6,36,herre,Kristiansand
0:39:44,3,26,herre,Bergen
0:37:28,2,25,herre,Grimstad
0:43:11,2,55,herre,Oslo
0:41:26,6,46,herre,Bergen
0:29:57,4,41,herre,Tromsø
0:50:22,3,51,dame,Grimstad
0:29:00,7,30,dame,Kristiansand
0:36:07,5,42,dame,Tromsø
0:35:16,8,53,herre,Tromsø
0:32:22,7,36,herre,Oslo
0:43:01,1,45,herre,Kristiansand
0:41:02,4,61,herre,Oslo
0:49:29,2,40,dame,Tromsø
0:40:24,7,21,dame,Tromsø
0:37:42,2,41,herre,Bergen
0:25:50,3,45,herre,Kristiansand
0:55:09,4,71,dame,Grimstad
0:59:33,2,66,dame,Oslo
0:35:04,11,19,herre,Oslo
0:41:53,1,45,herre,Tromsø
0:40:42,1,40,herre,Grimstad
0:37:04,11,48,dame,Kristiansand
0:59:28,5,67,herre,Grimstad
0:36:53,5,64,herre,Oslo
0:41:30,4,64,herre,Oslo
0:39:24,3,32,dame,Kristiansand
0:58:20,1,45,dame,Tromsø
0:47:40,3,20,herre,Bergen
0:42:54,2,38,dame,Oslo
0:59:20,3,55,dame,Kristiansand
0:46:40,3,54,dame,Bergen
0:54:12,2,28,dame,Oslo
0:45:12,3,49,dame,Kristiansand
0:30:00,2,41,herre,Grimstad
0:37:30,3,21,herre,Tromsø
0:42:32,1,47,herre,Kristiansand
0:50:24,3,42,dame,Bergen
0:40:01,12,71,dame,Grimstad
0:30:11,8,47,dame,Oslo
0:51:51,3,28,dame,Bergen
0:27:30,3,32,herre,Grimstad
0:27:54,2,19,herre,Grimstad
0:52:42,2,28,dame,Grimstad
0:41:10,1,65,herre,Oslo
0:47:36,3,18,dame,Bergen
0:28:01,5,27,herre,Bergen
0:25:51,11,41,herre,Bergen
0:44:49,1,25,dame,Oslo
0:45:01,4,21,dame,Grimstad
0:36:07,6,57,dame,Oslo
0:30:05,3,27,herre,Bergen
0:46:10,2,59,herre,Kristiansand
0:42:49,8,43,dame,Grimstad
0:43:10,2,18,dame,Grimstad
0:43:53,3,33,herre,Bergen
0:36:20,10,23,herre,Oslo
0:47:38,1,61,herre,Tromsø
0:18:37,11,37,herre,Kristiansand
0:49:34,3,55,dame,Grimstad
0:37:40,9,76,herre,Bergen
0:43:13,3,24,herre,Tromsø
0:46:43,2,20,herre,Grimstad
0:22:41,9,43,herre,Grimstad
0:44:35,5,43,dame,Bergen
0:42:18,4,26,herre,Oslo
0:40:19,5,41,herre,Grimstad
0:34:20,4,33,herre,Tromsø
0:43:29,2,37,dame,Kristiansand
0:46:31,3,21,dame,Bergen
0:49:14,5,29,dame,Kristiansand
0:44:09,1,27,herre,Kristiansand
0:41:59,3,44,dame,Oslo
0:49:15,1,33,herre,Tromsø
0:42:44,3,26,dame,Tromsø
0:33:30,2,20,herre,Grimstad
0:52:04,3,61,herre,Tromsø
0:29:42,9,33,herre,Grimstad
0:28:06,5,29,herre,Bergen
0:26:22,5,19,herre,Kristiansand
0:48:18,1,33,dame,Bergen
0:59:39,2,59,dame,Oslo
0:29:56,9,45,herre,Oslo
0:36:34,2,36,herre,Tromsø
0:47:45,3,42,dame,Oslo
0:27:05,4,31,herre,Oslo
0:46:17,11,66,dame,Kristiansand
0:44:15,3,27,dame,Tromsø
0:51:49,3,66,herre,Oslo
0:33:31,13,27,dame,Kristiansand
0:25:41,5,46,herre,Kristiansand
0:49:09,9,52,dame,Tromsø
0:33:19,4,47,herre,Kristiansand
0:41:22,4,36,dame,Oslo
0:41:07,1,36,dame,Grimstad
0:38:09,7,32,dame,Kristiansand
0:50:12,3,34,dame,Kristiansand
0:27:52,15,45,herre,Oslo
0:47:49,3,61,herre,Tromsø
0:47:01,3,23,dame,Grimstad
0:47:26,1,25,herre,Grimstad
0:30:54,4,71,herre,Tromsø
0:55:42,4,51,dame,Oslo
0:49:08,3,75,herre,Oslo
0:38:42,3,19,herre,Grimstad
0:49:04,2,42,dame,Bergen
0:37:50,4,32,herre,Kristiansand
0:48:31,2,60,herre,Tromsø
0:32:38,3,45,herre,Grimstad
0:53:43,1,69,herre,Bergen
0:56:04,4,65,dame,Bergen
0:56:21,2,46,dame,Bergen
0:39:53,3,38,dame,Tromsø
0:52:35,4,58,dame,Bergen
0:42:46,14,63,dame,Tromsø
0:36:47,7,29,dame,Bergen
0:45:54,2,47,dame,Oslo
0:36:58,3,36,herre,Oslo
0:28:31,6,42,herre,Grimstad
0:35:52,4,19,herre,Oslo
0:41:24,11,57,dame,Oslo
0:54:36,5,68,herre,Kristiansand
0:51:29,1,37,herre,Tromsø
0:45:05,3,51,herre,Bergen
0:21:18,4,24,herre,Tromsø
0:38:01,4,29,dame,Oslo
0:47:13,4,19,dame,Bergen
0:26:37,4,30,herre,Bergen
0:46:50,3,45,herre,Tromsø
0:41:41,6,23,herre,Tromsø
0:41:48,2,47,dame,Oslo
0:43:30,5,43,dame,Kristiansand
0:21:56,5,24,herre,Bergen
0:38:03,12,44,dame,Kristiansand
0:20:37,10,22,herre,Kristiansand
0:39:21,4,53,dame,Oslo
0:51:40,4,61,dame,Grimstad
0:32:30,9,46,dame,Bergen
0:40:17,1,53,herre,Kristiansand
0:27:12,6,48,herre,Tromsø
0:42:06,10,48,dame,Tromsø
0:37:38,10,45,dame,Bergen
0:25:48,4,31,herre,Grimstad
0:36:56,13,41,dame,Bergen
0:34:07,3,31,herre,Tromsø
0:33:13,3,21,herre,Tromsø
0:31:19,3,25,herre,Grimstad
0:40:11,9,53,herre,Oslo
0:54:23,1,36,dame,Kristiansand
0:24:01,4,39,herre,Tromsø
0:39:46,12,26,dame,Grimstad
0:27:45,5,57,herre,Bergen
0:55:22,1,52,dame,Grimstad
0:57:26,1,37,dame,Kristiansand
0:40:08,4,28,herre,Tromsø
0:40:40,2,28,dame,Bergen
0:43:19,2,29,dame,Grimstad
0:47:40,9,62,herre,Oslo
0:33:01,5,34,dame,Grimstad
0:47:08,6,48,dame,Kristiansand
0:56:54,1,23,dame,Kristiansand
0:45:33,4,38,dame,Tromsø
0:53:12,1,59,dame,Bergen
0:38:58,2,31,dame,Oslo
0:44:56,4,38,dame,Tromsø
0:40:45,4,24,dame,Grimstad
0:32:34,3,44,herre,Bergen
0:46:37,5,42,dame,Oslo
0:50:06,5,72,herre,Oslo
0:33:13,10,38,dame,Oslo
0:53:55,1,26,dame,Kristiansand
0:27:34,6,35,herre,Bergen
0:38:01,3,30,dame,Tromsø
0:51:35,4,45,dame,Bergen
0:52:19,1,35,dame,Bergen
0:41:55,1,32,herre,Bergen
0:37:49,3,47,herre,Oslo
0:42:13,3,19,dame,Bergen
0:38:09,4,75,herre,Grimstad
