ProductID,FatContent,Visibility,StoreType,SizeStore,MRP,Sales
FDC32,Low Fat,0.099309997,Supermarket Type1,,91.4462,1665.8316
FDJ22,Low Fat,0.05310896,Supermarket Type1,,193.6504,2876.256
NCH18,Low Fat,0.044843161,Supermarket Type2,Medium,246.1802,2702.4822
DRE37,Low Fat,0.164966345,Grocery Store,Small,189.4872,189.0872
DRC13,Regular,0.032435437000000004,Supermarket Type1,Small,124.873,2956.152
FDG47,Low Fat,0.06961884,Supermarket Type1,Small,260.3252,8132.0812
FDY55,Low Fat,0.08165147,Supermarket Type2,Medium,258.3988,1541.9928
NCW29,Low Fat,0.028723187,Supermarket Type3,Medium,131.83100000000002,3635.268
NCT05,Low Fat,0.020994339,Supermarket Type1,,255.6672,4346.3424
FDN50,Regular,0.026561057,Supermarket Type1,Medium,93.712,466.06
FDU60,Regular,0.100262068,Grocery Store,,169.6132,169.1132
FDX02,Low Fat,0.057012605999999987,Supermarket Type1,High,225.0404,5851.0504
FDL34,Low Fat,0.041009558,Supermarket Type1,Medium,141.2496,2681.8424
DRF27,low fat,0.028578012000000007,Supermarket Type1,,152.234,3828.35
FDZ35,Regular,-99.0,Supermarket Type1,Medium,101.699,2373.577
DRF03,Low Fat,0.045088724,Supermarket Type3,Medium,39.7138,1096.5726
NCO41,Low Fat,0.018757586,Supermarket Type3,Medium,96.9384,2167.8448
FDQ59,Regular,0.056500895,Supermarket Type1,,85.8908,1845.5976
NCZ53,Low Fat,0.024576875,Supermarket Type2,Medium,186.6214,1884.214
FDZ33,Low Fat,0.188038372,Grocery Store,Small,146.4076,147.8076
FDD34,Low Fat,0.015908485,Supermarket Type1,,161.421,3425.541
NCM06,Low Fat,0.07584563400000001,Supermarket Type1,Medium,156.0656,1853.5872
FDY43,Low Fat,0.098803088,Supermarket Type2,Medium,169.7474,673.7896
DRM23,Low Fat,0.227189581,Grocery Store,,173.9422,172.4422
FDT20,Low Fat,0.041459804,Supermarket Type1,Medium,39.2164,540.6296
FDG46,Regular,0.032882271,Supermarket Type1,High,113.5518,2732.4432
FDH10,Low Fat,0.049583899,Supermarket Type1,,193.8478,1162.4868
FDF24,Regular,0.02536567,Supermarket Type1,Small,82.7934,1228.401
FDG57,Low Fat,0.07229836,Supermarket Type1,Small,48.2034,874.8612
FDN44,LF,0.022924552,Supermarket Type1,,157.892,1917.504
FDD32,Regular,0.040897932000000005,Supermarket Type1,High,82.6276,731.0484
FDI04,Regular,0.127660257,Grocery Store,Small,198.5426,790.9704
FDA56,Low Fat,0.008764786,Supermarket Type1,Small,123.1414,4264.449000000001
DRG51,Low Fat,0.011604894,Supermarket Type1,,166.0526,1480.0734
FDZ04,Low Fat,0.038169783,Supermarket Type1,,64.551,1581.275
FDT13,Low Fat,0.018568129,Supermarket Type1,Small,188.2214,3014.7424
FDY56,Regular,0.062109174,Supermarket Type3,Medium,223.7062,4965.5364
FDB51,LF,0.038671588,Supermarket Type1,,64.2852,438.0964
NCY29,Low Fat,0.077169841,Supermarket Type1,High,55.593,282.965
FDL34,Low Fat,0.041028937,Supermarket Type1,,142.6496,1834.9448
NCQ38,Low Fat,0.013387211,Supermarket Type1,Medium,105.628,1065.28
NCR41,Low Fat,0.017936715,Supermarket Type3,Medium,93.7094,4189.2136
FDY24,Regular,0.223440258,Grocery Store,,52.2298,161.7894
NCA42,Low Fat,-99.0,Supermarket Type1,,159.6604,3327.6684
FDB11,Low Fat,0.060942632,Supermarket Type1,Medium,225.6404,2925.5252
FDG26,Low Fat,0.042641788,Supermarket Type1,Small,257.833,5382.993
FDH24,Low Fat,0.021427082000000004,Supermarket Type1,Small,156.5288,1571.2879999999998
FDX44,Low Fat,0.042930789,Supermarket Type1,High,88.5172,1427.4752
FDT52,Regular,0.047697859,Supermarket Type1,,244.6144,2695.1584
FDT04,Low Fat,0.10764721,Supermarket Type1,,39.3822,314.2576
FDO58,Low Fat,0.039577173,Supermarket Type1,Small,166.1526,2960.1468
FDR60,Low Fat,0.130415118,Supermarket Type1,Small,75.9328,1158.492
NCL54,Low Fat,0.082921642,Supermarket Type1,,175.2054,3502.108
FDW50,Low Fat,0.075515154,Supermarket Type1,High,167.2158,3008.0844
FDK43,Low Fat,0.046994717000000005,Grocery Store,Small,125.802,253.004
FDQ32,Regular,0.04679836,Supermarket Type2,Medium,123.8388,866.8716
FDE29,LF,0.143129124,Supermarket Type1,Small,58.8878,1151.1682
NCN07,Low Fat,0.034013539,Supermarket Type1,,133.2284,2768.3964
FDB37,Regular,0.022921735,Supermarket Type1,High,240.7538,3364.9532
FDD21,Regular,0.030616757,Supermarket Type1,Medium,112.7176,343.5528
FDX16,Low Fat,0.06575528,Supermarket Type1,High,151.505,2546.685
FDN46,Regular,0.144856342,Supermarket Type1,Medium,100.5332,1127.8652
FDV28,Regular,0.267352587,Grocery Store,,34.9558,67.9116
FDR48,Low Fat,0.13086741300000002,Supermarket Type3,Medium,150.8024,4402.2696
FDW37,Low Fat,0.123449671,Supermarket Type3,Medium,89.7488,1901.5248
FDV40,Low Fat,0.014689006,Supermarket Type1,Small,74.5038,739.038
FDZ57,Regular,0.037918142,Supermarket Type2,Medium,129.6994,1413.4934
FDY46,Low Fat,0.047964395,Supermarket Type1,Medium,185.0898,2993.4368
FDX45,Low Fat,0.105018817,Supermarket Type1,Medium,155.263,1721.0929999999996
FDB33,Low Fat,0.014577412,Supermarket Type1,Small,160.7262,2864.2716
FDT58,Low Fat,0.143870574,Grocery Store,,169.4816,503.3448
FDM39,Low Fat,0.053553794,Supermarket Type1,Medium,178.6002,3582.004000000001
NCY41,LF,0.075889215,Supermarket Type1,,37.6532,575.2512
NCL31,Low Fat,0.120280989,Supermarket Type1,Small,142.747,3149.234000000001
NCJ31,Low Fat,0.182653772,Supermarket Type1,Small,243.0196,3374.2744
FDO23,Low Fat,0.25637539,Grocery Store,Small,94.8436,567.2616
FDN56,Regular,0.107036943,Supermarket Type1,Small,144.2786,288.9572
FDF04,Low Fat,-99.0,Supermarket Type1,High,258.3304,3358.2952
FDJ44,Regular,0.106238768,Supermarket Type1,High,176.1396,3663.2316
FDS50,Low Fat,0.055545797,Supermarket Type1,,220.5114,5321.0736
NCQ41,Low Fat,0.019386057,Supermarket Type3,Medium,194.5794,3511.4292
FDA49,Low Fat,0.064921764,Supermarket Type1,Small,88.1198,1744.396
NCZ06,Low Fat,0.094694278,Supermarket Type1,,254.9698,2536.698
NCM43,Low Fat,0.019554705,Supermarket Type2,Medium,162.421,1957.452
FDH19,Low Fat,0.033060937,Supermarket Type1,High,172.4738,1911.5118
FDS15,Regular,0.078181964,Supermarket Type1,Medium,106.7596,4098.6648
FDO50,LF,-99.0,Supermarket Type2,Medium,90.2804,1653.8472
FDJ20,Regular,0.100583009,Supermarket Type2,Medium,123.5388,1981.4208
NCI31,low fat,0.136124989,Grocery Store,,38.319,146.476
FDU20,Regular,0.021353642000000003,Supermarket Type3,Medium,122.1098,3374.2744
DRK13,Low Fat,0.115167579,Supermarket Type1,Small,199.8084,2380.9008
DRJ24,Low Fat,0.113559058,Supermarket Type1,,184.2924,1850.924
FDI20,Low Fat,0.038641968,Supermarket Type1,,212.1586,5909.6408
FDF10,Regular,0.157246634,Supermarket Type1,,145.6418,2207.127
FDQ45,Regular,0.010917052,Supermarket Type1,Small,185.3608,2021.3688
FDQ10,Low Fat,0.033172957,Supermarket Type1,Small,172.0422,5345.7082
FDM36,Regular,0.058719725999999986,Supermarket Type1,Small,171.1422,2931.5174
FDN12,Low Fat,-99.0,Supermarket Type2,Medium,111.8544,1454.1072
FDD50,Low Fat,0.141524348,Supermarket Type1,High,168.4132,2874.9244
FDG17,Regular,0.035895934,Supermarket Type1,Medium,244.4486,6353.0636
FDY58,Low Fat,0.039980644,Supermarket Type1,Medium,227.3694,4567.388
NCK29,Low Fat,-99.0,Grocery Store,Small,123.473,369.519
FDM32,Low Fat,-99.0,Grocery Store,,90.883,89.883
FDL46,Low Fat,0.054056927000000005,Supermarket Type1,Small,116.8466,2356.932
FDC51,Regular,0.009636821,Supermarket Type1,Medium,121.873,2463.46
FDF16,Low Fat,0.086266286,Supermarket Type1,Medium,147.2076,1921.4988
NCV54,Low Fat,0.033081389,Supermarket Type1,High,116.5124,1066.6116
FDE35,Regular,0.043989429,Supermarket Type1,,60.2904,644.4944
FDA23,Low Fat,0.047178116,Supermarket Type1,Small,99.4016,2428.8384
FDI46,Low Fat,0.074496043,Supermarket Type1,,251.9724,2516.724
FDZ21,Regular,0.039189221,Supermarket Type1,High,97.341,965.41
DRK13,Low Fat,0.115819014,Supermarket Type1,,198.3084,4563.3932
FDX36,Regular,0.129008866,Supermarket Type1,,226.9404,2700.4848
FDY22,Regular,0.160371305,Supermarket Type2,Medium,143.9128,1581.9408
FDR32,Regular,0.085392428,Supermarket Type3,Medium,226.7694,6165.9738
DRF25,Low Fat,0.038925251,Supermarket Type1,Small,34.919000000000004,476.047
FDK20,Regular,0.041557653,Supermarket Type1,Small,124.5072,2450.144
DRI11,Low Fat,0.060237465,Grocery Store,Small,115.9834,345.5502
FDH05,Regular,0.091098018,Supermarket Type1,,233.5984,1853.5872
FDA46,Low Fat,0.117874024,Supermarket Type1,,193.6136,4471.5128
DRD24,Low Fat,0.030795085,Supermarket Type1,Small,143.3154,1985.4156
FDL39,Regular,0.063689583,Supermarket Type1,,181.9318,5954.2494
FDD52,Regular,0.184041545,Supermarket Type2,Medium,110.157,1867.569
FDR55,reg,0.13283066,Supermarket Type1,,190.6872,2269.0464
DRI13,Low Fat,0.020441939,Supermarket Type1,,216.4508,5426.27
FDG31,Low Fat,0.037712875,Supermarket Type3,Medium,64.4826,2518.7214
FDP04,Low Fat,0.013840783999999998,Supermarket Type1,,65.2168,958.752
FDH35,Low Fat,0.060198496,Supermarket Type1,High,162.9526,1151.1682
NCB42,Low Fat,0.008559556999999999,Supermarket Type1,Small,117.2492,2432.8332
FDQ14,Low Fat,0.061883353,Supermarket Type1,Medium,147.905,1647.855
FDI19,Low Fat,0.052085615,Supermarket Type3,Medium,242.8512,5816.4288
FDJ55,Regular,0.039385992,Grocery Store,,224.8404,1575.2828
DRN59,Low Fat,0.064241345,Supermarket Type1,Medium,45.206,792.302
NCR06,Low Fat,0.006759519,Supermarket Type1,High,42.8112,639.168
NCF42,Low Fat,0.167243769,Supermarket Type1,High,176.2712,2988.1104
FDG24,Low Fat,0.01469075,Supermarket Type2,Medium,84.725,1747.725
FDB58,Regular,0.013551445,Supermarket Type2,Medium,142.0154,2410.8618
FDQ56,Low Fat,0.105085956,Supermarket Type3,Medium,82.3908,3691.1952
NCV41,Low Fat,0.017038776999999998,Supermarket Type1,Small,112.5228,1989.4104
FDW19,Regular,0.038718195,Supermarket Type1,,110.657,2087.283
FDO56,Regular,0.075291577,Grocery Store,,119.1808,351.5424
FDI41,Regular,-99.0,Supermarket Type1,,148.7418,2501.4106
FDN10,Low Fat,-99.0,Supermarket Type2,Medium,119.5124,829.5868
FDY20,Regular,0.08208578700000001,Supermarket Type2,Medium,92.2488,1358.2320000000002
DRM37,LF,0.095931002,Supermarket Type3,Medium,198.5768,6897.688
FDV34,Regular,0.011448628999999998,Supermarket Type1,,72.9038,1034.6532
NCX18,Low Fat,0.00879232,Supermarket Type1,Small,195.011,1964.11
FDY10,Low Fat,0.049167388,Supermarket Type1,,114.9176,1946.7992
NCZ17,Low Fat,0.079046992,Supermarket Type3,Medium,39.8506,1480.0734
FDT12,Regular,0.049580407,Supermarket Type1,High,227.4062,5191.2426
FDD57,Low Fat,0.022399592000000003,Supermarket Type1,Small,96.0094,1808.9786
FDK45,Low Fat,0.033926852,Supermarket Type1,,111.586,3395.58
FDJ57,Regular,0.021617397000000003,Supermarket Type1,,185.0582,5201.2296
NCI31,Low Fat,0.0814536,Supermarket Type1,Medium,36.819,768.9989999999998
FDZ48,LF,0.07607772,Supermarket Type1,Medium,112.4544,2348.9424
FDI16,Regular,0.135775701,Supermarket Type1,Small,54.56399999999999,1597.92
FDZ31,Regular,-99.0,Supermarket Type1,Medium,193.0504,2492.7552
DRG15,Low Fat,0.076891526,Supermarket Type1,,61.5536,796.2968
FDX36,Regular,0.128543405,Supermarket Type1,,226.5404,4500.808
FDD40,Regular,0.014793357,Supermarket Type1,Small,191.5162,3078.6592
FDA04,Regular,0.066406853,Supermarket Type3,Medium,259.7962,5697.9164
FDL21,Regular,0.007140468000000001,Supermarket Type1,High,40.848,679.1160000000001
FDS21,Regular,0.020858779,Supermarket Type1,High,62.8194,928.791
DRF23,Low Fat,0.123346085,Supermarket Type1,,172.5396,3663.2316
FDM46,Low Fat,0.159937597,Supermarket Type1,Small,93.912,1304.968
DRG49,Low Fat,0.067128641,Supermarket Type3,Medium,242.8486,3420.8804
FDG26,low fat,0.042736348,Supermarket Type1,,255.933,3844.995
FDR51,Regular,0.172629683,Supermarket Type3,Medium,148.4708,3761.77
FDV39,Low Fat,0.007278511999999998,Supermarket Type1,Small,196.7426,2768.3964
FDC39,Low Fat,-99.0,Supermarket Type1,,205.7296,4570.0512
FDP45,Regular,0.03079807,Supermarket Type1,,252.9724,3020.0688
FDC56,Low Fat,0.12152072,Supermarket Type1,Small,118.244,958.752
FDK38,Low Fat,0.053591345,Supermarket Type1,,149.7734,2375.5744
NCJ29,low fat,0.035163639,Supermarket Type1,High,84.4224,852.2239999999998
NCF19,Low Fat,0.061470858,Grocery Store,Small,48.6034,145.8102
FDG59,Low Fat,0.043226398,Supermarket Type1,Small,37.5164,270.3148
FDE59,Low Fat,0.062640143,Supermarket Type1,,36.6532,251.6724
FDB04,Regular,0.06358394,Supermarket Type1,,89.4856,1142.5128
NCK05,Low Fat,0.077389797,Supermarket Type1,High,60.8536,1347.5792
FDR03,Regular,0.00878535,Supermarket Type1,,204.998,5366.348000000001
FDQ03,Regular,0.136592891,Grocery Store,Small,238.0248,711.0744
FDC59,Regular,0.054937907,Supermarket Type1,,64.2168,1661.8368
DRB13,Regular,0.007084185,Supermarket Type1,,191.153,3415.554
NCE54,Low Fat,0.027052013,Supermarket Type1,,73.9354,1655.1788
FDC10,reg,0.072863893,Supermarket Type1,Small,118.6098,843.5686
FDR46,Low Fat,0.244102315,Grocery Store,Small,148.076,146.476
FDA10,Low Fat,0.141789197,Supermarket Type1,Small,121.9072,1347.5792
FDP23,Low Fat,0.035414528,Supermarket Type3,Medium,218.2166,3701.1822
FDJ41,Low Fat,0.022864238,Supermarket Type1,High,260.0594,6018.1662
FDL46,Low Fat,0.054011943,Supermarket Type1,High,116.5466,1885.5456
FDX33,Regular,0.117462619,Supermarket Type1,Small,158.9578,2246.4092
NCL29,Low Fat,0.11411658,Supermarket Type1,Medium,158.8604,4436.8912
FDE16,Low Fat,0.046124444,Grocery Store,Small,206.7954,833.5816
FDM57,Regular,0.075849167,Supermarket Type1,Small,85.1908,2181.1608
FDZ36,Regular,0.065729039,Supermarket Type1,High,188.324,1491.392
NCW42,Low Fat,0.097865088,Grocery Store,,221.8456,884.1824
NCI54,LF,0.058827583,Grocery Store,Small,110.4912,436.7648
DRK01,Low Fat,0.061313057,Supermarket Type2,Medium,93.3436,1323.6104
FDX10,Regular,0.123961415,Supermarket Type1,,33.2874,141.1496
FDO46,Regular,0.014270394,Supermarket Type2,Medium,187.3872,2647.2208
FDD16,Low Fat,0.06084763400000001,Grocery Store,,75.0696,149.1392
FDZ20,Low Fat,-99.0,Supermarket Type3,Medium,253.0356,11445.102
NCI18,Low Fat,0.014103354,Supermarket Type1,,225.4746,1346.2476
DRI25,Low Fat,0.033901442000000004,Supermarket Type1,Small,56.2614,773.6596
FDY44,Regular,0.024454052,Supermarket Type1,,197.211,3731.809
FDW38,Regular,-99.0,Grocery Store,Small,55.9298,107.8596
FDY33,Regular,0.096730427,Supermarket Type3,Medium,159.0262,5887.6694
DRH51,Low Fat,0.097198194,Supermarket Type1,Small,89.8856,351.5424
FDT32,Regular,0.066005186,Supermarket Type1,,188.4214,2826.321
FDI50,Regular,0.030890618,Supermarket Type1,Medium,228.7352,5954.9152
FDB60,Low Fat,0.028498354,Supermarket Type1,High,195.8136,2332.9632
FDP09,LF,0.033883448,Supermarket Type1,Small,213.2902,4247.804
FDA20,Low Fat,0.06656564400000001,Supermarket Type1,High,185.324,3914.9040000000014
NCX05,Low Fat,0.169943195,Grocery Store,Small,116.2492,115.8492
DRF37,Low Fat,-99.0,Supermarket Type1,,263.591,788.9730000000002
FDJ26,Regular,0.08476519199999999,Supermarket Type1,Small,215.0218,1923.4962
FDZ25,Regular,0.027617046,Supermarket Type1,Small,168.27900000000002,4074.696
FDZ58,Low Fat,0.052166995,Supermarket Type1,Small,121.7072,2817.6656
FDZ50,Regular,-99.0,Supermarket Type3,Medium,184.2608,6064.1064
NCG18,Low Fat,0.038460297,Grocery Store,,104.0332,205.0664
FDZ56,Low Fat,0.025789175,Supermarket Type1,,166.9474,2863.6058
FDH50,Regular,0.161301097,Supermarket Type1,High,185.1266,2213.1192
DRO35,Low Fat,0.034640466,Supermarket Type1,,116.1492,1274.3412
DRH51,Low Fat,-99.0,Supermarket Type3,Medium,89.1856,2109.2544
FDS19,Regular,0.064307102,Supermarket Type1,Medium,77.3012,1593.9252
NCM06,Low Fat,0.076036381,Supermarket Type2,Medium,153.9656,2625.9152
FDP52,Regular,0.071091591,Supermarket Type1,,228.601,4823.721
FDK02,Low Fat,0.187841082,Grocery Store,,119.244,119.844
FDG59,Low Fat,0.043234574000000005,Supermarket Type1,Small,38.3164,540.6296
FDN20,Low Fat,0.026055106,Supermarket Type3,Medium,169.5474,4211.185
FDO57,Low Fat,0.109153001,Supermarket Type2,Medium,161.3578,4492.8184
NCJ30,Low Fat,0.08062523,Supermarket Type1,Small,168.37900000000005,1188.453
FDQ31,Regular,0.0901292,Grocery Store,,89.8856,175.7712
FDC05,Regular,0.098938169,Supermarket Type1,Medium,195.7768,4138.6128
FDM08,Regular,-99.0,Supermarket Type1,High,225.1088,3579.3408
NCA41,Low Fat,0.032580547,Supermarket Type1,Small,192.1162,3848.324
FDK15,Low Fat,0.097937252,Supermarket Type3,Medium,98.9042,4960.21
FDX56,Regular,-99.0,Supermarket Type1,Medium,208.5638,5383.6588
FDT21,Low Fat,0.020391845,Supermarket Type1,Small,248.9092,2241.0828
FDQ46,Low Fat,0.103813029,Supermarket Type1,Small,113.7544,671.1264
FDS01,Low Fat,0.031069203,Grocery Store,Small,179.6686,177.7686
FDW34,Low Fat,0.062294473,Grocery Store,Small,242.417,486.034
FDX07,Regular,0.022914478,Supermarket Type1,Small,181.195,2380.235
FDN13,Low Fat,0.152058281,Supermarket Type1,Small,99.9358,201.0716
NCP02,Low Fat,0.044991294,Supermarket Type2,Medium,59.2562,651.8182
FDT48,Low Fat,0.046214971,Supermarket Type1,,199.8084,3968.168
FDZ49,Regular,0.13312044,Supermarket Type1,Small,221.5798,4187.2162
NCJ17,Low Fat,0.255348289,Grocery Store,,84.4224,170.4448
FDB17,Low Fat,0.036879539,Supermarket Type1,,181.3976,3078.6592
FDP48,Regular,0.044202545,Supermarket Type2,Medium,182.995,4394.28
FDI53,Regular,0.137858955,Supermarket Type1,Medium,162.1236,2577.9776
FDW02,Regular,0.037668051,Supermarket Type1,High,126.7704,2628.5784
FDL20,Low Fat,0.224837308,Grocery Store,Small,112.7886,222.3772
FDV32,Low Fat,0.089069748,Supermarket Type2,Medium,62.75100000000001,1707.777
FDG38,Regular,0.053027398,Supermarket Type1,,86.0224,1278.336
NCB31,Low Fat,0.118099673,Supermarket Type3,Medium,262.891,5522.811
FDF52,Low Fat,-99.0,Supermarket Type1,,182.9292,4013.4424
FDB15,Low Fat,0.137023446,Supermarket Type1,Medium,263.7568,7646.0472
FDO48,Regular,0.026950104,Supermarket Type2,Medium,220.9456,1768.3648
NCR53,Low Fat,-99.0,Supermarket Type2,Medium,224.4404,5626.01
FDF56,Regular,0.119362812,Supermarket Type1,High,180.3976,3078.6592
FDL57,Regular,0.067350054,Supermarket Type2,Medium,257.3304,3874.956
NCC31,Low Fat,-99.0,Supermarket Type1,High,157.7972,1713.7692
FDE33,reg,0.049712775,Supermarket Type1,Medium,78.2644,1492.7236
FDV52,Regular,0.122208091,Supermarket Type1,,119.7466,4006.7844
FDR46,Low Fat,0.138742518,Supermarket Type3,Medium,147.476,3368.948
DRE12,Low Fat,0.070780558,Supermarket Type1,Small,114.586,1245.046
FDD57,Low Fat,0.037492325,Grocery Store,,95.5094,95.2094
NCS41,Low Fat,0.053527105,Supermarket Type1,Medium,185.1608,2388.8904
NCY41,low fat,0.076164013,Supermarket Type1,,34.0532,575.2512
FDV22,Regular,0.009995002,Supermarket Type1,,154.463,3755.112
FDF12,Low Fat,0.08259502,Supermarket Type1,,149.1076,1182.4608
FDM13,Low Fat,0.063122753,Supermarket Type1,High,131.3626,262.3252
FDQ56,Low Fat,0.105597316,Supermarket Type1,Small,83.4908,1342.2528
FDW55,Regular,0.021863506,Supermarket Type3,Medium,247.0092,5478.2024
NCT29,Low Fat,0.063800266,Supermarket Type3,Medium,123.0414,4629.9732
NCX42,Low Fat,0.006012413,Supermarket Type1,,163.0526,1644.526
FDR24,Regular,0.06320719799999999,Supermarket Type1,,89.383,1258.362
NCS42,Low Fat,0.069809115,Supermarket Type1,,90.5146,729.7168
FDL40,Low Fat,0.011660463,Supermarket Type2,Medium,96.541,2220.443
FDD47,Regular,0.142410775,Supermarket Type1,Small,171.9448,3749.7856
DRE03,Low Fat,0.024226902,Supermarket Type1,Small,48.7718,236.359
NCM18,Low Fat,0.082440705,Supermarket Type3,Medium,61.3194,2043.3402
FDF52,Low Fat,0.066918731,Supermarket Type1,,184.2292,1641.8628
NCG43,Low Fat,0.07439000700000001,Supermarket Type1,,91.4462,1943.4702
FDE20,Regular,0.005530516,Supermarket Type1,Small,171.179,4923.5909999999985
FDI33,Low Fat,0.028579565,Supermarket Type1,,90.3146,2554.0088
NCT06,Low Fat,0.038705317,Supermarket Type1,High,165.0842,2320.9788
FDY24,Regular,-99.0,Supermarket Type1,Small,53.1298,808.947
FDZ33,Low Fat,0.108004532,Supermarket Type1,,148.7076,1330.2684
FDJ55,Regular,0.023626808,Supermarket Type2,Medium,223.2404,2475.4444
FDE45,Low Fat,0.070660449,Grocery Store,Small,180.4002,716.4008
FDD44,Regular,0.078719835,Supermarket Type2,Medium,258.5646,3091.9752
FDD10,reg,0.046208155,Supermarket Type2,Medium,178.0344,1605.9096
FDA39,Low Fat,0.012769753,Supermarket Type2,Medium,39.9822,78.5644
FDB36,Regular,0.048486801,Supermarket Type1,High,131.2626,3410.2276
FDK52,Low Fat,0.132596101,Grocery Store,,226.2062,677.1186
FDJ36,Regular,0.128459481,Supermarket Type1,Medium,102.0332,2050.664
NCB55,Low Fat,0.161317495,Supermarket Type2,Medium,57.5562,829.5868
NCK18,Low Fat,0.011211251,Grocery Store,,166.9184,660.4736
FDX27,reg,0.114294512,Supermarket Type1,Medium,94.9436,1229.0668
FDB08,Low Fat,0.031103357,Supermarket Type1,Small,159.9578,2727.7826
FDX43,LF,0.08527498800000001,Supermarket Type1,Small,165.05,2330.3
FDA20,Low Fat,0.066892471,Supermarket Type2,Medium,186.424,1304.968
FDC04,Low Fat,0.078764059,Grocery Store,Small,241.3854,483.3708
FDG17,Regular,0.036042939,Supermarket Type1,,244.4486,4153.9262
FDU58,Regular,0.04855968,Grocery Store,,188.4898,187.0898
FDP24,Low Fat,0.082602127,Supermarket Type3,Medium,120.9756,3877.6192
NCT29,Low Fat,0.064240743,Supermarket Type1,,121.9414,1462.0968
FDB08,Low Fat,0.031230059,Supermarket Type2,Medium,160.3578,1765.0358
NCB43,Low Fat,0.100114941,Supermarket Type1,,188.3898,3554.7062
FDL09,Regular,0.22417463,Grocery Store,Small,168.8816,167.7816
DRK49,Low Fat,0.035943717,Supermarket Type1,Small,40.5138,446.7518
FDR37,Regular,0.06619442,Supermarket Type1,High,184.4292,3101.2964
FDG56,Regular,0.07143905099999999,Supermarket Type1,Small,61.0536,1898.8616
FDE34,Low Fat,0.108059141,Supermarket Type1,Medium,181.7634,6179.9556
FDE16,Low Fat,0.026216144,Supermarket Type3,Medium,207.5954,6668.6528
FDT58,Low Fat,0.085938463,Supermarket Type1,Small,168.6816,1342.2528
FDR03,Regular,0.008734284,Supermarket Type1,Small,207.898,3095.97
NCL30,Low Fat,0.049016517,Supermarket Type1,Medium,128.7336,2173.1712
FDT22,Low Fat,0.111554381,Supermarket Type3,Medium,59.822,1677.816
FDP45,Regular,0.030672457,Supermarket Type1,Medium,253.1724,5285.1204
FDS15,Regular,0.07799564099999999,Supermarket Type1,High,107.1596,2804.3496
FDF16,Low Fat,0.08571527300000001,Supermarket Type3,Medium,146.6076,1773.6912
FDL13,Regular,0.056432784000000014,Supermarket Type1,,234.93,4660.6
NCV30,Low Fat,0.066200667,Supermarket Type2,Medium,61.451,126.502
FDG33,Regular,0.245542627,Grocery Store,Small,172.2764,171.7764
FDO10,reg,0.0127517,Supermarket Type1,Small,55.5588,1603.2464
FDQ03,Regular,0.07794933400000001,Supermarket Type1,High,238.7248,2133.2232
NCC55,Low Fat,0.06402288099999999,Supermarket Type2,Medium,36.0848,372.848
FDD52,Regular,0.182407266,Supermarket Type3,Medium,109.157,1867.569
FDI16,Regular,0.136328794,Supermarket Type2,Medium,54.864,319.584
FDB44,Low Fat,0.016958832,Supermarket Type1,Small,210.0586,4221.172000000001
FDA25,Regular,0.068125756,Supermarket Type1,Small,101.199,1031.99
FDV33,Regular,0.02734361,Supermarket Type1,Small,257.8304,1808.3128
FDX47,Regular,0.034658144,Supermarket Type1,Medium,155.8288,1099.9016
FDO50,low fat,-99.0,Supermarket Type1,,89.8804,1102.5648
FDV57,Regular,0.065841719,Supermarket Type1,High,179.866,2696.49
FDB02,Regular,0.029158763,Supermarket Type1,Small,174.537,1235.059
FDD16,Low Fat,0.063649582,Grocery Store,Small,74.7696,74.5696
FDX02,LF,0.05706009,Supermarket Type1,Small,225.0404,4950.8888
FDP11,Low Fat,0.11566015,Grocery Store,,218.3166,435.4332
FDH32,Low Fat,0.075691713,Supermarket Type3,Medium,98.241,2220.443
NCL18,Low Fat,0.167844438,Supermarket Type1,Medium,193.9136,3110.6176
FDT12,Regular,0.049722335,Supermarket Type1,,224.5062,4514.124
FDD50,Low Fat,0.14095631,Supermarket Type3,Medium,167.7132,3889.6036
NCU05,Low Fat,0.058827557,Supermarket Type1,Medium,80.8618,1288.9888
FDI56,Low Fat,0.093765794,Supermarket Type2,Medium,90.3146,1733.0774
DRL11,Low Fat,0.048092816,Supermarket Type1,Medium,159.2946,1893.5352
FDQ08,Regular,0.018968743,Supermarket Type1,,61.9536,1225.072
FDW20,Low Fat,0.024032484,Supermarket Type3,Medium,124.973,2463.46
FDW46,Regular,0.070444232,Supermarket Type1,,63.4484,1043.9744
FDO09,Regular,0.125469442,Supermarket Type1,Medium,264.491,6574.775
DRJ49,Low Fat,0.01405025,Supermarket Type2,Medium,128.9652,1679.1476
FDP26,Low Fat,0.139436695,Supermarket Type1,High,103.0306,2404.2038
FDO19,Regular,0.016593506,Supermarket Type1,Small,46.9034,972.068
NCG43,Low Fat,0.124261614,Grocery Store,,93.6462,277.6386
FDG02,Low Fat,0.011261165,Supermarket Type1,Small,189.5188,1904.188
FDO32,Low Fat,0.120520818,Supermarket Type1,Small,45.90600000000001,419.454
FDR34,Regular,0.015965308,Supermarket Type1,Small,229.4352,4809.7392
FDU59,Low Fat,0.096386227,Supermarket Type1,Small,163.5552,1787.0072
FDN31,Low Fat,0.073029341,Supermarket Type1,,187.953,2656.542
FDT55,Regular,0.043443753,Supermarket Type3,Medium,158.1946,6942.9624
FDE08,Low Fat,0.049520593,Supermarket Type2,Medium,147.3734,2375.5744
